Journal,IDno,Year,Volume,Issue,ArticleTitle,FirstFemale,LastFemale,TotalFemale,TotalMale,TotalAuthors,TotalAmbiguous,Bird,anyFEM,firstFEM,lastFEM,Pfem,Pmale
BE,2202,2014,25,4,In search for a theory of testosterone in female birds: a comment on Goymann and Wingfield,N,Y,1,2,3,0,Y,1,0,1,0.333333333,0.666666667
BE,2203,2014,25,4, Correlated evolution of female and male testosteroneinternal constraints or external determinants? A response to comments on Goymann and Wingfield,N,N,0,2,2,0,N,0,0,0,0,1
BE,2204,2014,25,4,Dominant aggression as a deterrent signal in paper wasps,Y,N,2,3,5,0,N,1,1,0,0.4,0.6
BE,2205,2014,25,4,Can males detect the strength of sperm competition and presence of genital plugs during mate choice?,Y,Y,3,0,3,0,N,1,1,1,1,0
BE,2206,2014,25,4,Partners personality types and mate preferences: predation risk matters,N,N,2,2,4,0,N,1,0,0,0.5,0.5
BE,2207,2014,25,4,Behavioral drivers of communal roosting in a songbird: a combined theoretical and empirical approach,N,N,0,4,4,0,Y,0,0,0,0,1
BE,2208,2014,25,4,Immigration and dispersal are key determinants of cultural diversity in a songbird population,Y,Y,2,2,4,0,Y,1,1,1,0.5,0.5
BE,2209,2014,25,4,Maternal care provides antifungal protection to eggs in the European earwig,N,N,0,4,4,0,N,0,0,0,0,1
BE,2210,2014,25,4,Evolution of parental roles in provisioning birds: diet determines role asymmetry in raptors,N,N,8,11,19,0,Y,1,0,0,0.421052632,0.578947368
BE,2211,2014,25,4,"Effects of predation risk on group size, vigilance, and foraging behavior in an African ungulate community",N,N,0,3,3,0,N,0,0,0,0,1
BE,2212,2014,25,4,Mismatched begging displays between foreign and host offspring reduce brood parasite fitness,N,N,1,2,3,0,Y,1,0,0,0.333333333,0.666666667
BE,2213,2014,25,4,"Socioecology, but not cognition, predicts male coalitions across primates",Y,Y,2,2,4,0,N,1,1,1,0.5,0.5
BE,2214,2014,25,4,"Residual correlations, and not individual properties, determine a nest defense boldness syndrome",N,N,1,3,4,0,Y,1,0,0,0.25,0.75
BE,2215,2014,25,4,Prior experience affects allocation to current reproduction in a burying beetle,N,N,0,3,3,0,N,0,0,0,0,1
BE,2216,2014,25,4,Evidence of the Lombard effect in fishes,N,Y,1,1,2,0,N,1,0,1,0.5,0.5
BE,2217,2014,25,4,Sex ratio does not influence sex change despite its effect on reproductive success,Y,Y,2,0,2,0,N,1,1,1,1,0
BE,2218,2014,25,4,Wealth modifies relationships between kin and womens fertility in high-income countries,Y,Y,2,0,2,0,N,1,1,1,1,0
BE,2219,2014,25,4,Delayed dispersal in western bluebirds: teasing apart the importance of resources and parents,Y,N,4,1,5,0,Y,1,1,0,0.8,0.2
BE,2220,2014,25,4,Factors affecting low resident male siring success in one-male groups of blue monkeys,U,Y,2,0,3,1,N,1,0,1,0.666666667,0
BE,2221,2014,25,4,Mean ecological conditions modulate the effects of group living and communal rearing on offspring production and survival,N,N,0,4,4,0,N,0,0,0,0,1
BE,2222,2014,25,4,Effect of prey personality depends on predator species,Y,Y,2,0,2,0,N,1,1,1,1,0
BE,2223,2014,25,4,Variance in male lifetime reproductive success and estimation of the degree of polygyny in a primate,Y,Y,3,0,3,0,N,1,1,1,1,0
BE,2224,2014,25,4,Host escape behavior and blood parasite infections in birds,U,U,0,0,3,3,Y,0,0,0,0,0
BE,2225,2014,25,4,Clonal variation in aggregation and defensive behavior in pea aphids,N,N,1,2,3,0,N,1,0,0,0.333333333,0.666666667
BE,2226,2014,25,4,Singing in Africa: no evidence for a long supposed function of winter song in a migratory songbird,Y,Y,1,0,1,0,Y,1,1,1,1,0
BE,2227,2014,25,4,Increasing sexual ornamentation during a biological invasion,N,N,2,2,4,0,Y,1,0,0,0.5,0.5
BE,2228,2014,25,4,Energetic cost of behavioral thermoregulation in turtle embryos,U,U,0,0,3,3,N,0,0,0,0,0
BE,2229,2014,25,4,A recent predatory encounter influences male courtship in a desert-dwelling fish,N,N,0,2,2,0,N,0,0,0,0,1
BE,2230,2014,25,4, Effect of flower visual angle on flower constancy: a test of the search image hypothesis,U,U,0,0,2,2,N,0,0,0,0,0
BE,2231,2014,25,4,Context-dependent effects of carotenoid supplementation on reproduction in zebra finches,Y,N,1,3,4,0,Y,1,1,0,0.25,0.75
BE,2232,2014,25,4,The effect of ecological context and relatedness on larval cannibalism in a fungus-associated beetle,Y,N,2,1,3,0,N,1,1,0,0.666666667,0.333333333
BE,2233,2014,25,4,Direction of approach by predators and flight initiation distance of urban and rural populations of birds,N,N,0,2,2,0,Y,0,0,0,0,1
BE,2234,2014,25,4,The opportunity for sampling: the ecological context of female mate choice,N,Y,1,1,2,0,N,1,0,1,0.5,0.5
BE,2235,2014,25,4,Caterpillar hair as a physical barrier against invertebrate predators,U,U,0,0,2,2,N,0,0,0,0,0
BE,2236,2014,25,4,Vocal fundamental and formant frequencies are honest signals of threat potential in peripubertal males,Y,N,1,3,4,0,N,1,1,0,0.25,0.75
BE,2237,2014,25,4,A test of the sexy-sperm and good-sperm hypotheses for the evolution of polyandry,Y,Y,3,0,3,0,N,1,1,1,1,0
BE,2238,2014,25,4,"Bacterial communities in meerkat anal scent secretions vary with host sex, age, and group membership",Y,Y,3,0,3,0,N,1,1,1,1,0
BE,2239,2014,25,4,Tests of the kin selection model of mate choice and inbreeding avoidance in satin bowerbirds,Y,N,2,4,6,0,Y,1,1,0,0.333333333,0.666666667
BE,2240,2014,25,5,Behavioral ecology and the successful integration of function and mechanism,N,N,0,1,1,0,N,0,0,0,0,1
BE,2241,2014,25,5,Acoustic communication in a noisy world: can fish compete with anthropogenic noise?,N,N,1,2,3,0,N,1,0,0,0.333333333,0.666666667
BE,2242,2014,25,5,The complexity of fish communication in human-disturbed environments: a comment on Radford et al.,Y,Y,1,0,1,0,N,1,1,1,1,0
BE,2243,2014,25,5,The effects of anthropogenic noise on fish: a comment on Radford et al.,N,N,0,1,1,0,N,0,0,0,0,1
BE,2244,2014,25,5,Animal communication in a human-dominated world: a comment on Radford et al.,N,N,0,1,1,0,N,0,0,0,0,1
BE,2245,2014,25,5,Fish struggle to be heardbut just how much fin waving is there? A comment on Radford et al.,N,N,0,1,1,0,N,0,0,0,0,1
BE,2246,2014,25,5,How fish might adjust their acoustic communication in anthropogenic noise: a response to comments on Radford et al.,N,N,0,2,2,0,N,0,0,0,0,1
BE,2247,2014,25,5,Artificial night lighting rather than traffic noise affects the daily timing of dawn and dusk singing in common European songbirds,N,N,1,4,5,0,Y,1,0,0,0.2,0.8
BE,2248,2014,25,5,Foraging for carotenoids: do colorful male hihi target carotenoid-rich foods in the wild?,Y,N,3,3,6,0,Y,1,1,0,0.5,0.5
BE,2249,2014,25,5,Forewarned is forearmed: aggression and information use determine fitness costs of slave raids,Y,Y,4,1,5,0,N,1,1,1,0.8,0.2
BE,2250,2014,25,5,Ecological and behavioral correlates of individual flocking propensity of a tropical songbird,Y,Y,2,0,2,0,Y,1,1,1,1,0
BE,2251,2014,25,5,Boldness and asymmetric contests: role- and outcome-dependent effects of fighting in hermit crabs,Y,N,1,1,2,0,N,1,1,0,0.5,0.5
BE,2252,2014,25,5,Extreme short-term repeatability of male courtship performance in a tropical orb-web spider,Y,Y,2,1,3,0,N,1,1,1,0.666666667,0.333333333
BE,2253,2014,25,5,Living on the edge: range edge birds consume novel foods sooner than established ones,Y,Y,2,0,2,0,Y,1,1,1,1,0
BE,2254,2014,25,5,Condition-dependent mate assessment and choice by peahens: implications for sexual selection,Y,N,1,1,2,0,Y,1,1,0,0.5,0.5
BE,2255,2014,25,5,Parasite- and predator-induced maternal effects in the great tit ( Parus major ),Y,N,1,2,3,0,Y,1,1,0,0.333333333,0.666666667
BE,2256,2014,25,5,Context-dependent relationship between a composite measure of mens mate value and ejaculate quality,Y,Y,3,0,3,0,N,1,1,1,1,0
BE,2257,2014,25,5,Time scales of associating food and odor by predator communities in the field,N,Y,4,7,11,0,N,1,0,1,0.363636364,0.636363636
BE,2258,2014,25,5,The cost of teaching embryos in superb fairy-wrens,Y,Y,4,3,7,0,Y,1,1,1,0.571428571,0.428571429
BE,2259,2014,25,5,The flush early and avoid the rush hypothesis holds after accounting for spontaneous behavior,Y,N,1,3,4,0,N,1,1,0,0.25,0.75
BE,2260,2014,25,5,"Shaping the antipredator strategy: flexibility, consistency, and behavioral correlations under varying predation threat",Y,Y,3,0,3,0,N,1,1,1,1,0
BE,2261,2014,25,5,Sex-biased juvenile dispersal is adaptive but does not create genetic structure in island lizards,N,N,1,2,4,1,N,1,0,0,0.25,0.5
BE,2262,2014,25,5,Social and ecological factors influencing offspring survival in wild macaques,Y,Y,3,1,4,0,Y,1,1,1,0.75,0.25
BE,2263,2014,25,5,Conditional helping and evolutionary transitions to eusociality and cooperative breeding,N,N,0,1,1,0,N,0,0,0,0,1
BE,2264,2014,25,5,Resource redistribution in polydomous ant nest networks: local or global?,N,Y,1,2,3,0,N,1,0,1,0.333333333,0.666666667
BE,2265,2014,25,5,"Feather bacterial load affects plumage condition, iridescent color, and investment in preening in pigeons",Y,N,3,1,4,0,Y,1,1,0,0.75,0.25
BE,2266,2014,25,5,Human observers impact habituated samango monkeys perceived landscape of fear,Y,N,3,2,5,0,N,1,1,0,0.6,0.4
BE,2267,2014,25,5,"The effects of familiarity and mating experience on mate choice in mosquitofish, Gambusia holbrooki",Y,Y,3,1,4,0,N,1,1,1,0.75,0.25
BE,2268,2014,25,5,Maternal lineages best explain the associations of a semisocial marsupial,Y,N,1,2,3,0,N,1,1,0,0.333333333,0.666666667
BE,2269,2014,25,5,Exaggerated rostra as weapons and the competitive assessment strategy of male giraffe weevils,Y,N,1,1,2,0,N,1,1,0,0.5,0.5
BE,2270,2014,25,5,Frugivorous bats evaluate the quality of social information when choosing novel foods,Y,Y,3,0,3,0,N,1,1,1,1,0
BE,2271,2014,25,5,Roosting behavior and group decision making in 2 syntopic bat species with fissionfusion societies,Y,N,1,1,2,0,N,1,1,0,0.5,0.5
BE,2272,2014,25,5,Melanic coloration differentially predicts transfer of immune factors to eggs with daughters or sons,Y,N,4,3,7,0,Y,1,1,0,0.571428571,0.428571429
BE,2273,2014,25,5,Female discrimination against heterospecific mates does not depend on mating habitat,Y,Y,2,0,2,0,N,1,1,1,1,0
BE,2274,2014,25,5,Optimal hunting conditions drive circalunar behavior of a diurnal carnivore,Y,N,1,3,4,0,N,1,1,0,0.25,0.75
BE,2275,2014,25,6,"Behavioral ecology and genomics: new directions, or just a more detailed map?",Y,Y,2,0,2,0,N,1,1,1,1,0
BE,2276,2014,25,6,Behavioral ecology as big science: 25 years of asking the same questions,N,N,0,1,1,0,N,0,0,0,0,1
BE,2277,2014,25,6,Measuring variation in cognition,Y,Y,2,0,2,0,N,1,1,1,1,0
BE,2278,2014,25,6,What counts as (non) cognitive? A comment on Rowe and Healy,Y,Y,1,0,1,0,N,1,1,1,1,0
BE,2279,2014,25,6,How and why are some species so smart? A comment on Rowe and Healy,N,N,0,1,1,0,N,0,0,0,0,1
BE,2280,2014,25,6,Towards fruitful interaction between behavioral ecology and cognitive science: a comment on Rowe and Healy,Y,Y,1,0,1,0,N,1,1,1,1,0
BE,2281,2014,25,6,"Measuring variation in cognition can be done, but it requires hard empirical work: a comment on Rowe and Healy",N,N,0,1,1,0,N,0,0,0,0,1
BE,2282,2014,25,6,Studying microevolutionary processes in cognitive traits: a comment on Rowe and Healy,N,Y,2,1,3,0,N,1,0,1,0.666666667,0.333333333
BE,2283,2014,25,6,Measuring cognition will be difficult but worth it: a response to comments on Rowe and Healy,Y,Y,2,0,2,0,N,1,1,1,1,0
BE,2284,2014,25,6,Toward wild psychometrics: linking individual cognitive differences to fitness,N,N,1,2,3,0,N,1,0,0,0.333333333,0.666666667
BE,2285,2014,25,6,Local enhancement in a seabird: reaction distances and foraging consequence of predator aggregations,Y,N,1,3,4,0,Y,1,1,0,0.25,0.75
BE,2286,2014,25,6,Dangerous neighbors: interactive effects of factors influencing cannibalism in pit-building antlion larvae,N,N,0,3,3,0,N,0,0,0,0,1
BE,2287,2014,25,6,Reject the odd egg: egg recognition mechanisms in parrotbills,U,N,0,4,6,2,Y,0,0,0,0,0.666666667
BE,2288,2014,25,6,Wall lizards display conspicuous signals to conspecifics and reduce detection by avian predators,Y,N,1,1,2,0,N,1,1,0,0.5,0.5
BE,2289,2014,25,6,Thrips domiciles protect larvae from desiccation in an arid environment,N,N,0,1,1,0,N,0,0,0,0,1
BE,2290,2014,25,6,Social foraging in the lizard Ameiva corax,N,Y,1,1,2,0,N,1,0,1,0.5,0.5
BE,2291,2014,25,6,Behavioral responses of wolves to roads: scale-dependent ambivalence,Y,N,2,3,5,0,N,1,1,0,0.4,0.6
BE,2292,2014,25,6,Jack-of-all-trades egg mimicry in the brood parasitic Horsfields bronze-cuckoo?,N,Y,3,1,4,0,Y,1,0,1,0.75,0.25
BE,2293,2014,25,6,"Personality predicts behavioral flexibility in a fluctuating, natural environment",Y,Y,4,0,4,0,Y,1,1,1,1,0
BE,2294,2014,25,6,Reciprocal territorial responses of parapatric African sunbirds: species-level asymmetry and intraspecific geographic variation,N,N,0,1,1,0,Y,0,0,0,0,1
BE,2295,2014,25,6,The role of previous social experience on risk-taking and leadership in three-spined sticklebacks,N,Y,2,3,6,1,N,1,0,1,0.333333333,0.5
BE,2296,2014,25,6,Individual attributes and self-organizational processes affect dominance network structure in pukeko,N,N,0,2,2,0,Y,0,0,0,0,1
BE,2297,2014,25,6,Flexible alternative mating tactics by New Zealand giraffe weevils,Y,N,1,1,2,0,N,1,1,0,0.5,0.5
BE,2298,2014,25,6,The position of eyespots and thickened segments influence their protective value to caterpillars,N,N,0,4,4,0,N,0,0,0,0,1
BE,2299,2014,25,6,What to do when stopping over: behavioral decisions of a migrating songbird during stopover are dictated by initial change in their body condition and mediated by key environmental conditions,N,N,0,2,2,0,Y,0,0,0,0,1
BE,2300,2014,25,6,Negotiation of territorial boundaries in a songbird,Y,N,1,3,4,0,Y,1,1,0,0.25,0.75
BE,2301,2014,25,6,Male hyraxes increase song complexity and duration in the presence of alert individuals,N,N,1,4,7,2,Y,1,0,0,0.142857143,0.571428571
BE,2302,2014,25,6,Interactions between prenatal maternal effects and posthatching conditions in a wild bird population,Y,Y,2,1,3,0,Y,1,1,1,0.666666667,0.333333333
BE,2303,2014,25,6,Socially mediated polyandry: a new benefit of communal nesting in mammals,N,Y,2,1,3,0,N,1,0,1,0.666666667,0.333333333
BE,2304,2014,25,6,Responses of vervet monkeys in large troops to terrestrial and aerial predator alarm calls,N,Y,1,2,3,0,N,1,0,1,0.333333333,0.666666667
BE,2305,2014,25,6, Parental provisioning in house wrens: effects of varying brood size and consequences for offspring,N,N,1,3,4,0,Y,1,0,0,0.25,0.75
BE,2306,2014,25,6,"The influence of forage, protected areas, and mating prospects on grouping patterns of male elephants",N,Y,4,2,6,0,N,1,0,1,0.666666667,0.333333333
BE,2307,2014,25,6,Parental defense of offspring and life history of a long-lived raptor,N,N,0,2,2,0,N,0,0,0,0,1
BE,2308,2014,25,6,Sex on the rocks: reproductive tactics and breeding success of South American fur seal males,Y,N,4,1,5,0,N,1,1,0,0.8,0.2
BE,2309,2014,25,6,Comparing population level sexual selection in a species with alternative reproductive tactics,Y,Y,5,2,7,0,N,1,1,1,0.714285714,0.285714286
BE,2310,2013,24,1,Exposing the behavioral gambit: the evolution of learning and decision rules,N,N,0,3,3,0,N,0,0,0,0,1
BE,2311,2013,24,1,Evolutionary games and gambits,N,N,0,1,1,0,N,0,0,0,0,1
BE,2312,2013,24,1,Learning to avoid the behavioral gambit,N,N,0,1,1,0,N,0,0,0,0,1
BE,2313,2013,24,1,The bounds of rationality and cognitive building blocks,N,N,0,1,1,0,N,0,0,0,0,1
BE,2314,2013,24,1,We can study how mechanisms evolve without knowing the rules of chess or the workings of the brain,N,N,0,3,3,0,N,0,0,0,0,1
BE,2315,2013,24,1,Randomized or fixed order for studies of behavioral syndromes?,Y,Y,1,0,1,0,N,1,1,1,1,0
BE,2316,2013,24,1,Strength in numbers: males in a carnivore grow bigger when they associate and hunt cooperatively,Y,N,2,1,3,0,N,1,1,0,0.666666667,0.333333333
BE,2317,2013,24,1,The secret sex lives of sage-grouse: multiple paternity and intraspecific nest parasitism revealed through genetic analysis,Y,N,3,3,6,0,Y,1,1,0,0.5,0.5
BE,2318,2013,24,1,Maternally chosen nest sites positively affect multiple components of offspring fitness in a lizard,N,N,0,3,3,0,N,0,0,0,0,1
BE,2319,2013,24,1,Incubating females use dynamic risk assessment to evaluate the risk posed by different predators,Y,N,1,1,2,0,Y,1,1,0,0.5,0.5
BE,2320,2013,24,1,"Amphibians response to the lunar synodic cyclea review of current knowledge, recommendations, and implications for conservation",Y,Y,2,1,3,0,N,1,1,1,0.666666667,0.333333333
BE,2321,2013,24,1,Brook trout use individual recognition and transitive inference to determine social rank,Y,N,1,1,2,0,N,1,1,0,0.5,0.5
BE,2322,2013,24,1,No evidence for deception over allocation to brood care in a cooperative bird,U,N,0,5,5,0,Y,0,0,0,0,1
BE,2323,2013,24,1,Strategic sperm Yallocation and a Coolidge effect in an externally fertilizing species,Y,N,1,2,3,0,N,1,1,0,0.333333333,0.666666667
BE,2324,2013,24,1,Size-dependent microhabitat selection by masquerading prey,N,N,0,2,2,0,N,0,0,0,0,1
BE,2325,2013,24,1,Alternative behavioral measures of postconflict affiliation,Y,Y,2,1,3,0,Y,1,1,1,0.666666667,0.333333333
BE,2326,2013,24,1,Collective choice of a higher-protein food source by gregarious caterpillars occurs through differences in exploration,Y,Y,3,0,3,0,N,1,1,1,1,0
BE,2327,2013,24,1,Does hatching failure breed infidelity?,Y,N,1,2,3,0,Y,1,1,0,0.333333333,0.666666667
BE,2328,2013,24,1,Finding food: outbound searching behavior in the Australian desert ant Melophorus bagoti,N,N,0,3,3,0,N,0,0,0,0,1
BE,2329,2013,24,1,Are female offspring from a single-egg seabird more costly to raise?,Y,Y,3,3,6,0,Y,1,1,1,0.5,0.5
BE,2330,2013,24,1,Genetic polyethism in the polyandrous desert ant Cataglyphis cursor,N,N,0,3,3,0,N,0,0,0,0,1
BE,2331,2013,24,1,Divergent use of spawning habitat by male capelin ( Mallotus villosus ) in a warm and cold year,Y,Y,1,0,1,0,N,1,1,1,1,0
BE,2332,2013,24,1,Short-term but not long-term patch avoidance in an orchid-pollinating solitary wasp,N,N,0,2,2,0,N,0,0,0,0,1
BE,2333,2013,24,1,Local offspring density and sex ratio affect sex allocation in the great tit,Y,N,2,6,8,0,Y,1,1,0,0.25,0.75
BE,2334,2013,24,1,Trapline foraging by bumble bees: VI. Behavioral alterations under speedaccuracy trade-offs,N,N,0,2,2,0,N,0,0,0,0,1
BE,2335,2013,24,1,Movement in a selfish seal herd: do seals follow simple or complex movement rules?,Y,N,1,1,2,0,N,1,1,0,0.5,0.5
BE,2336,2013,24,1,The effects of recruitment to direct predator cues on predator responses in meerkats,N,Y,3,2,5,0,N,1,0,1,0.6,0.4
BE,2337,2013,24,1,"Sex-specific offspring growth according to maternal testosterone, corticosterone, and glucose levels",N,N,0,3,3,0,N,0,0,0,0,1
BE,2338,2013,24,1,Revealed by conspicuousness: distractive markings reduce camouflage,N,Y,3,3,6,0,Y,1,0,1,0.5,0.5
BE,2339,2013,24,1,To compensate or not to compensate: testing the negotiation model in the context of nest defense,N,N,0,2,2,0,N,0,0,0,0,1
BE,2340,2013,24,1,Paternal effects on access to resources in a promiscuous primate society,Y,N,3,3,6,0,N,1,1,0,0.5,0.5
BE,2341,2013,24,1,Differential maturation of sexual traits: revealing sex while reducing male and female aggressiveness,N,N,0,3,3,0,Y,0,0,0,0,1
BE,2342,2013,24,1,Evolution of defense against depletion of local food resources in a mechanistic foraging model,N,N,0,3,3,0,N,0,0,0,0,1
BE,2343,2013,24,1,The growth benefits of aggressive behavior vary with individual metabolism and resource predictability,Y,N,1,3,4,0,N,1,1,0,0.25,0.75
BE,2344,2013,24,1,Mammalian nest predator feces as a cue in avian habitat selection decisions,N,N,1,3,4,0,N,1,0,0,0.25,0.75
BE,2345,2013,24,1,Tropical birds take small risks,N,N,0,2,2,0,Y,0,0,0,0,1
BE,2346,2013,24,1,Color-assortative mating in a color-polymorphic lacertid lizard,N,N,0,3,3,0,N,0,0,0,0,1
BE,2347,2013,24,1,Short timescale rate maximization by gulls and implications for predation on size-structured prey,N,N,0,2,2,0,Y,0,0,0,0,1
BE,2348,2013,24,1,"Geometric analysis of macronutrient selection in breeds of the domestic dog, Canis lupus familiaris",N,N,2,7,9,0,N,1,0,0,0.222222222,0.777777778
BE,2349,2013,24,1,Eyespot display in the peacock butterfly triggers antipredator behaviors in naïve adult fowl,N,N,2,3,5,0,N,1,0,0,0.4,0.6
BE,2350,2013,24,2,Epigenetics for behavioral ecologists,N,Y,2,1,3,0,N,1,0,1,0.666666667,0.333333333
BE,2351,2013,24,2,Behavioral epigenetics in ecological context,Y,Y,1,0,1,0,N,1,1,1,1,0
BE,2352,2013,24,2,Nongenetic inheritance for behavioral ecologists,N,N,0,1,1,0,N,0,0,0,0,1
BE,2353,2013,24,2,Epigenetic inheritance systems act as a bridge between ecological and evolutionary timescales,Y,Y,1,0,1,0,N,1,1,1,1,0
BE,2354,2013,24,2,The importance of epigenetics for behavioral ecologists (and vice versa),Y,Y,1,0,1,0,N,1,1,1,1,0
BE,2355,2013,24,2,A place for behavior in ecological epigenetics,N,Y,2,1,3,0,N,1,0,1,0.666666667,0.333333333
BE,2356,2013,24,2,Ecological and genetic distribution of eusociality: the case for kin selection,N,N,0,1,1,0,N,0,0,0,0,1
BE,2357,2013,24,2,Early conditions and fitness: effect of maternal parity on human life-history traits,U,N,0,1,2,1,N,0,0,0,0,0.5
BE,2358,2013,24,2,Phenotypic plasticity affects the response of a sexually selected trait to anthropogenic noise,Y,N,2,1,3,0,Y,1,1,0,0.666666667,0.333333333
BE,2359,2013,24,2,Evidence of signaling benefits to contrasting internal color boundaries in warning coloration,Y,Y,2,0,2,0,Y,1,1,1,1,0
BE,2360,2013,24,2,Modeling the role of stage-structured agonistic interactions in ontogenetic habitat shifts,Y,N,1,2,3,0,N,1,1,0,0.333333333,0.666666667
BE,2361,2013,24,2,Different roles for innate and learnt behavioral responses to odors in insect host location,N,N,1,3,4,0,N,1,0,0,0.25,0.75
BE,2362,2013,24,2,"Pathogen disgust predicts womens preferences for masculinity in mens voices, faces, and bodies",N,Y,1,5,6,0,N,1,0,1,0.166666667,0.833333333
BE,2363,2013,24,2,Are queen ants inhibited by their own pheromone? Regulation of productivity via negative feedback,N,Y,3,2,5,0,N,1,0,1,0.6,0.4
BE,2364,2013,24,2,Insect personality depends on environmental conditions,N,Y,1,1,2,0,N,1,0,1,0.5,0.5
BE,2365,2013,24,2,"Socially mediated plasticity in call timing in the gray tree frog, Hyla versicolor",N,N,0,2,2,0,N,0,0,0,0,1
BE,2366,2013,24,2,Photoperiod influences the behavioral and physiological phenotype during ontogeny,U,U,0,0,2,2,N,0,0,0,0,0
BE,2367,2013,24,2,Vocal deviation and trill consistency do not affect male response to playback in house wrens,Y,Y,1,0,1,0,Y,1,1,1,1,0
BE,2368,2013,24,2,Male survival patterns do not depend on male allocation to sexual competition in large herbivores,N,N,0,2,2,0,N,0,0,0,0,1
BE,2369,2013,24,2,Socially cued developmental plasticity affects condition-dependent trait expression,N,N,1,3,4,0,N,1,0,0,0.25,0.75
BE,2370,2013,24,2,Primary and secondary sex ratios in a gregarious parasitoid with local mate competition,N,N,0,3,3,0,N,0,0,0,0,1
BE,2371,2013,24,2,The effects of behavioral plasticity and leadership on the predictions of optimal skew models,N,N,0,1,1,0,N,0,0,0,0,1
BE,2372,2013,24,2,Defensive and social aggression: repeatable but independent,N,Y,1,2,3,0,N,1,0,1,0.333333333,0.666666667
BE,2373,2013,24,2,"Testosterone production, sexually dimorphic morphology, and digit ratio in the dark-eyed junco",Y,Y,3,0,3,0,Y,1,1,1,1,0
BE,2374,2013,24,2,Spectral niche segregation and community organization in a tropical cricket assemblage,N,N,0,3,3,0,N,0,0,0,0,1
BE,2375,2013,24,2,A call-and-response system facilitates group cohesion among disc-winged bats,Y,N,2,1,3,0,N,1,1,0,0.666666667,0.333333333
BE,2376,2013,24,2,Condition-dependent ways to manage acoustic signals under energetic constraint in a tree frog,N,N,0,3,3,0,N,0,0,0,0,1
BE,2377,2013,24,2,The relative effect of parasites and social status on sperm traits in Arctic charr,U,U,0,9,9,0,N,0,0,0,0,1
BE,2378,2013,24,2,"Morphological defense influences absolute, not relative, nonconsumptive effects in marine snails",N,N,0,1,1,0,N,0,0,0,0,1
BE,2379,2013,24,2,Comparative transitive and temporal orderliness in dominance networks,U,N,0,1,2,1,N,0,0,0,0,0.5
BE,2380,2013,24,2,Individual and among-population variation in dispersal-related traits in Natterjack toads,N,N,0,3,3,0,N,0,0,0,0,1
BE,2381,2013,24,2,Aggression is task dependent in the red harvester ant (Pogonomyrmex barbatus),Y,Y,2,0,2,0,N,1,1,1,1,0
BE,2382,2013,24,2,Nonrandom brood mixing suggests adoption in a colonial cichlid,Y,N,1,2,3,0,N,1,1,0,0.333333333,0.666666667
BE,2383,2013,24,2,Temporal patterns of broadcast calls in the corncrake encode information arbitrarily,N,N,0,2,2,0,N,0,0,0,0,1
BE,2384,2013,24,2,Effects of habitat complexity on mating behavior and mating success in a marine fish,Y,N,2,1,3,0,N,1,1,0,0.666666667,0.333333333
BE,2385,2013,24,2,The long-term consequences of egg predation,N,N,0,2,2,0,Y,0,0,0,0,1
BE,2386,2013,24,2,Localforeign dialect discrimination and responses to mixed-dialect duets in the North Island k?kako,N,N,1,2,3,0,Y,1,0,0,0.333333333,0.666666667
BE,2387,2013,24,3,Do mens faces really signal heritable immunocompetence?,Y,N,2,2,4,0,N,1,1,0,0.5,0.5
BE,2388,2013,24,3,Multiple motives in womens preferences for masculine male faces: comment on Scott et al.,N,N,0,1,1,0,N,0,0,0,0,1
BE,2389,2013,24,3,Evidence versus speculation on the validity of methods for measuring masculinity preferences: comment on Scott et al.,Y,Y,1,0,1,0,N,1,1,1,1,0
BE,2390,2013,24,3,Female preferences for facial masculinity are probably not adaptations for securing good immunocompetence genes,N,Y,1,2,3,0,N,1,0,1,0.333333333,0.666666667
BE,2391,2013,24,3,Toward an integrative perspective on sexual selection and mens masculinity,N,Y,1,1,2,0,N,1,0,1,0.5,0.5
BE,2392,2013,24,3,A new direction in research on sexual selection in humans,Y,Y,1,0,1,0,N,1,1,1,1,0
BE,2393,2013,24,3,Response to comments on Do mens faces really signal heritable immunocompetence?,Y,N,2,2,4,0,N,1,1,0,0.5,0.5
BE,2394,2013,24,3,"Parental behavior exhibits among-individual variance, plasticity, and heterogeneous residual variance",N,N,0,3,3,0,Y,0,0,0,0,1
BE,2395,2013,24,3,Optimal sampling and signal detection: unifying models of attention and speedaccuracy trade-offs,N,N,0,2,2,0,N,0,0,0,0,1
BE,2396,2013,24,3,Nonnest mate discrimination and clonal colony structure in the parthenogenetic ant Cerapachys biroi,N,N,1,3,4,0,N,1,0,0,0.25,0.75
BE,2397,2013,24,3,Clypeal patterning in the paper wasp Polistes dominulus: no evidence of adaptive value in the wild,N,N,1,5,6,0,N,1,0,0,0.166666667,0.833333333
BE,2398,2013,24,3,Stopover refueling rate underlies protandry and seasonal variation in migration timing of songbirds,N,Y,1,2,3,0,Y,1,0,1,0.333333333,0.666666667
BE,2399,2013,24,3,Partial incubation and its function in great tits (Parus major)an experimental test,Y,N,1,1,2,0,Y,1,1,0,0.5,0.5
BE,2400,2013,24,3,Context-specific repeatability of personality traits in a wild bird: a reaction-norm perspective,N,N,0,2,2,0,N,0,0,0,0,1
BE,2401,2013,24,3,Hidden Markov analysis describes dive patterns in semiaquatic animals,Y,N,2,2,4,0,N,1,1,0,0.5,0.5
